Age,Gender,Education,Years_of_Experience,Platforms_Worked,Weekly_Work_Hours,Monthly_Income,Active_Platforms,Top_Challenges,Order_Cancellation_Freq,Confidence_Road_Safety,Training_Interests,Preferred_Learning_Mode,Preferred_Training_Time,Training_Motivation,Mobile_App_Comfort,GPS_Usage_Freq,Follows_Tips_Online,Online_Community_Member,Interested_in_RiderBoost,Recommend_Score,Willingness_to_Pay,Expected_Benefit
39,Male,College,4,"Zomato, DoorDash, Other",55,1841,1,"Customer complaints, Unsafe conditions, Fatigue",Sometimes,3,"Fitness and health, Communication skills, Customer service, Safety practices",Videos,Mornings,"Career growth, Better income, Skill-building",2,Often,Yes,No,Yes,8,20,"Social recognition, Fewer complaints"
36,Female,Graduate Degree,1,"DoorDash, Zomato",43,1781,2,Low pay,Sometimes,2,Safety practices,Reading materials,Evenings,Certification,3,Often,Yes,No,Yes,3,12,Social recognition
36,Male,High School,4,"Zomato, Uber Eats",77,2994,2,"Unsafe conditions, Navigation issues",Sometimes,1,"Communication skills, Safety practices, Route optimization, Customer service",Interactive app,Evenings,"Better income, Peer competition",3,Always,No,Yes,Maybe,9,0,Better income
23,Male,No schooling,5,Talabat,68,2392,2,"Navigation issues, Customer complaints, Fatigue",Sometimes,1,"Route optimization, Customer service, Communication skills, Fitness and health",Interactive app,Weekends,Better income,5,Always,No,No,Maybe,9,19,"Faster delivery, Social recognition"
41,Male,No schooling,2,"Deliveroo, Uber Eats, Other",43,2161,3,"Unsafe conditions, Low pay",Rarely,1,Fitness and health,Videos,Mornings,Career growth,3,Often,No,Yes,Maybe,8,17,"Faster delivery, Social recognition"
19,Female,High School,3,"DoorDash, Deliveroo, Zomato",44,1856,3,"Low pay, Customer complaints, Navigation issues",Often,2,"Fitness and health, Communication skills, Customer service, Route optimization",Interactive app,Weekends,Skill-building,4,Always,Yes,No,Yes,4,19,"Faster delivery, Health & safety"
35,Male,High School,7,Zomato,55,2304,3,"Navigation issues, Low pay, Unsafe conditions",Often,5,"Route optimization, Fitness and health, Customer service",Videos,Weekends,Peer competition,4,Always,No,Yes,Maybe,4,20,"Social recognition, Faster delivery"
48,Male,No schooling,2,DoorDash,62,2059,1,"Fatigue, Customer complaints",Rarely,2,Safety practices,Videos,Flexible,Better income,3,Always,Yes,Yes,Maybe,10,2,Fewer complaints
22,Male,College,1,"Zomato, DoorDash",29,1813,1,Customer complaints,Never,3,"Safety practices, Route optimization, Communication skills",Audio,Mornings,Peer competition,1,Sometimes,No,No,Maybe,5,19,Faster delivery
25,Male,High School,6,"Deliveroo, Zomato",27,1648,1,"Navigation issues, Unsafe conditions",Often,1,"Communication skills, Route optimization, Fitness and health",Audio,Weekends,"Skill-building, Better income, Certification",2,Sometimes,No,Yes,No,7,22,"Faster delivery, Health & safety"
31,Prefer not to say,High School,7,"Other, Deliveroo, Uber Eats",39,1760,3,"Unsafe conditions, Fatigue",Sometimes,3,"Communication skills, Fitness and health",Audio,Evenings,Certification,5,Always,Yes,No,No,5,22,Social recognition
26,Non-binary,Graduate Degree,3,"Deliveroo, Zomato, Uber Eats",51,600,3,"Customer complaints, Navigation issues, Unsafe conditions",Sometimes,1,"Customer service, Route optimization",In-person,Weekends,"Certification, Career growth, Peer competition",1,Always,Yes,No,Yes,2,2,Faster delivery
18,Male,High School,5,Zomato,50,1905,3,Low pay,Sometimes,3,"Customer service, Communication skills, Fitness and health, Route optimization",Audio,Mornings,"Certification, Career growth",4,Often,Yes,No,Maybe,8,27,"Faster delivery, Fewer complaints"
31,Non-binary,Graduate Degree,6,Uber Eats,56,1556,1,Customer complaints,Rarely,4,"Fitness and health, Customer service, Safety practices",Videos,Evenings,Better income,4,Always,Yes,Yes,Yes,8,19,"Better income, Social recognition"
22,Female,High School,2,"Deliveroo, DoorDash, Zomato",33,2596,3,Low pay,Sometimes,4,"Fitness and health, Route optimization, Safety practices, Communication skills",Reading materials,Evenings,"Skill-building, Better income, Certification",3,Always,No,Yes,Yes,4,21,"Social recognition, Better income"
34,Female,College,2,"Deliveroo, DoorDash",22,1810,1,Customer complaints,Sometimes,1,"Safety practices, Customer service, Fitness and health",Audio,Evenings,Better income,5,Rarely,Yes,Yes,Maybe,9,6,"Faster delivery, Health & safety"
23,Male,College,5,"Zomato, DoorDash, Other",54,1206,1,"Low pay, Customer complaints",Rarely,3,Safety practices,Audio,Flexible,"Skill-building, Better income, Peer competition",4,Always,Yes,No,Yes,6,23,"Better income, Health & safety"
42,Male,College,6,"Talabat, Zomato, Uber Eats",37,1775,1,Fatigue,Sometimes,2,"Safety practices, Fitness and health, Customer service",Reading materials,Evenings,"Career growth, Better income",5,Always,Yes,Yes,Yes,5,0,Better income
24,Male,Graduate Degree,4,Other,25,1277,1,"Navigation issues, Fatigue, Customer complaints",Often,5,Communication skills,Videos,Flexible,Better income,1,Often,No,Yes,Maybe,5,7,"Fewer complaints, Better income"
27,Female,High School,1,"Zomato, Uber Eats",46,2037,2,Navigation issues,Sometimes,2,"Route optimization, Customer service, Communication skills, Safety practices",In-person,Flexible,Certification,2,Often,Yes,Yes,Maybe,9,28,"Fewer complaints, Better income"
37,Male,Graduate Degree,7,Zomato,53,1945,1,"Low pay, Navigation issues",Never,2,"Route optimization, Customer service, Safety practices",Audio,Weekends,"Career growth, Skill-building",5,Always,Yes,Yes,Yes,3,22,"Health & safety, Faster delivery"
20,Male,High School,2,Other,44,2279,1,"Fatigue, Low pay, Unsafe conditions",Sometimes,5,"Route optimization, Communication skills, Safety practices",Reading materials,Weekends,"Skill-building, Career growth, Peer competition",2,Often,Yes,Yes,Maybe,5,18,"Fewer complaints, Faster delivery"
32,Male,High School,2,"DoorDash, Talabat",40,1405,2,"Navigation issues, Fatigue, Customer complaints",Often,5,"Communication skills, Route optimization",Videos,Evenings,"Better income, Certification",3,Never,No,Yes,Yes,8,24,Better income
40,Female,High School,4,"Other, Talabat, Uber Eats",43,1817,3,"Low pay, Unsafe conditions, Customer complaints",Often,3,"Safety practices, Communication skills, Customer service",Interactive app,Mornings,Better income,5,Always,Yes,No,Yes,8,25,"Faster delivery, Health & safety"
17,Male,College,6,Uber Eats,41,1117,2,Customer complaints,Sometimes,5,"Safety practices, Customer service, Fitness and health",In-person,Evenings,Better income,5,Always,No,Yes,Yes,5,23,"Health & safety, Better income"
31,Female,High School,5,"DoorDash, Deliveroo, Uber Eats",32,2151,1,Fatigue,Rarely,4,Fitness and health,Reading materials,Weekends,"Skill-building, Better income",2,Always,Yes,No,Yes,10,13,Fewer complaints
32,Non-binary,College,4,"Deliveroo, Other",38,2059,3,"Fatigue, Customer complaints, Low pay",Often,5,"Route optimization, Customer service",Reading materials,Evenings,"Skill-building, Better income, Career growth",5,Always,Yes,Yes,Yes,5,6,"Fewer complaints, Social recognition"
36,Male,College,4,Talabat,50,2048,3,Navigation issues,Sometimes,2,"Customer service, Fitness and health",Reading materials,Weekends,Better income,2,Sometimes,Yes,Yes,Yes,7,8,"Fewer complaints, Social recognition"
20,Female,College,3,Uber Eats,48,1801,1,Customer complaints,Never,1,"Customer service, Fitness and health, Safety practices, Communication skills",Audio,Evenings,"Career growth, Peer competition, Certification",2,Sometimes,Yes,Yes,Maybe,6,29,Better income
19,Male,College,4,"Zomato, Uber Eats",47,2007,2,"Fatigue, Customer complaints, Low pay",Sometimes,4,"Customer service, Safety practices, Communication skills, Fitness and health",Interactive app,Mornings,"Skill-building, Career growth, Peer competition",3,Often,Yes,Yes,No,6,2,Health & safety
34,Female,High School,2,"DoorDash, Other",35,2602,1,Customer complaints,Sometimes,5,"Fitness and health, Communication skills",In-person,Evenings,"Career growth, Skill-building",1,Often,Yes,Yes,Maybe,7,20,Social recognition
32,Male,High School,2,"Uber Eats, Zomato, Talabat",43,1657,1,Low pay,Sometimes,5,"Communication skills, Safety practices, Customer service",Videos,Mornings,"Skill-building, Peer competition, Better income",1,Always,No,No,No,7,20,"Faster delivery, Health & safety"
32,Female,High School,3,"Other, DoorDash, Deliveroo",23,1869,2,Navigation issues,Rarely,1,"Route optimization, Communication skills, Safety practices",Videos,Mornings,"Certification, Skill-building",3,Always,Yes,Yes,Yes,7,30,"Better income, Health & safety"
33,Female,High School,1,DoorDash,47,1257,3,"Navigation issues, Fatigue",Sometimes,3,"Safety practices, Communication skills, Fitness and health",Interactive app,Evenings,"Better income, Peer competition",2,Often,Yes,Yes,Maybe,7,20,"Social recognition, Health & safety"
25,Female,High School,4,"Uber Eats, DoorDash",59,1366,1,"Fatigue, Unsafe conditions",Always,2,"Customer service, Fitness and health",Reading materials,Mornings,Career growth,3,Often,No,Yes,Maybe,9,11,Social recognition
32,Female,High School,3,"Zomato, Talabat, DoorDash",30,1849,3,Unsafe conditions,Often,1,"Communication skills, Customer service",Reading materials,Mornings,"Career growth, Certification",4,Often,Yes,No,Yes,7,11,Social recognition
32,Male,High School,7,"DoorDash, Uber Eats",39,2352,3,"Low pay, Fatigue, Customer complaints",Always,3,"Communication skills, Route optimization",Reading materials,Weekends,"Certification, Better income",4,Always,No,Yes,Yes,8,15,Social recognition
24,Female,Graduate Degree,6,"Uber Eats, Talabat",48,1672,3,"Fatigue, Unsafe conditions",Always,2,Fitness and health,Reading materials,Weekends,Peer competition,2,Often,No,Yes,No,7,26,Better income
45,Female,College,2,DoorDash,58,1682,1,"Unsafe conditions, Customer complaints",Never,5,"Safety practices, Fitness and health",Reading materials,Mornings,"Skill-building, Career growth",4,Sometimes,Yes,Yes,No,8,23,Fewer complaints
34,Male,High School,3,"Zomato, Other",41,1597,3,Low pay,Sometimes,3,"Communication skills, Customer service, Fitness and health",Interactive app,Flexible,Skill-building,1,Always,No,No,Maybe,9,4,"Health & safety, Better income"
20,Male,College,3,DoorDash,38,1533,1,Fatigue,Sometimes,1,Fitness and health,Audio,Evenings,Career growth,2,Sometimes,Yes,Yes,Yes,5,18,"Health & safety, Social recognition"
35,Female,High School,2,Other,25,1947,2,Unsafe conditions,Often,4,"Communication skills, Fitness and health, Customer service",In-person,Mornings,"Skill-building, Peer competition",2,Often,Yes,Yes,Yes,8,23,Health & safety
22,Female,High School,3,Talabat,46,1051,1,"Customer complaints, Navigation issues, Fatigue",Rarely,1,"Customer service, Fitness and health",Reading materials,Evenings,"Certification, Peer competition",2,Always,Yes,Yes,Yes,7,13,"Better income, Faster delivery"
36,Female,College,1,"Zomato, Uber Eats",65,2440,1,"Fatigue, Unsafe conditions",Always,1,Route optimization,Audio,Weekends,"Certification, Skill-building, Better income",3,Rarely,Yes,No,No,5,0,Better income
39,Male,High School,1,"Zomato, Deliveroo",48,1467,2,"Low pay, Fatigue",Sometimes,4,"Safety practices, Communication skills, Customer service, Fitness and health",Videos,Evenings,"Career growth, Certification, Peer competition",3,Always,Yes,Yes,Yes,9,13,"Better income, Fewer complaints"
23,Female,High School,4,"Other, Deliveroo",45,2161,1,"Unsafe conditions, Navigation issues, Customer complaints",Often,3,"Route optimization, Fitness and health",Interactive app,Mornings,"Certification, Peer competition, Skill-building",1,Often,Yes,No,Yes,6,0,"Better income, Health & safety"
38,Male,Graduate Degree,4,"Uber Eats, Other",48,1165,1,Navigation issues,Never,3,"Safety practices, Fitness and health, Customer service",Audio,Mornings,"Career growth, Certification, Better income",2,Never,Yes,Yes,Yes,8,0,"Fewer complaints, Social recognition"
33,Female,College,1,"DoorDash, Deliveroo",45,2134,1,Unsafe conditions,Rarely,1,"Customer service, Safety practices",Reading materials,Mornings,"Certification, Career growth, Skill-building",2,Sometimes,Yes,Yes,No,2,26,"Faster delivery, Fewer complaints"
37,Male,College,5,"Uber Eats, Other",37,2136,2,"Unsafe conditions, Fatigue, Navigation issues",Often,1,"Route optimization, Safety practices, Customer service",Reading materials,Mornings,Career growth,2,Always,Yes,Yes,Yes,8,40,"Better income, Fewer complaints"
45,Female,College,2,"Talabat, Zomato, Deliveroo",53,1992,1,"Navigation issues, Low pay",Never,3,"Customer service, Route optimization",Reading materials,Flexible,"Better income, Career growth",4,Always,Yes,No,Yes,10,29,"Fewer complaints, Faster delivery"
28,Prefer not to say,College,4,"Deliveroo, Other",47,1303,3,Customer complaints,Often,4,"Route optimization, Safety practices, Fitness and health",Audio,Flexible,Skill-building,1,Always,Yes,Yes,Maybe,7,0,Social recognition
24,Male,High School,5,Talabat,45,1925,1,"Low pay, Fatigue",Never,2,"Safety practices, Fitness and health",Reading materials,Flexible,"Certification, Career growth, Better income",2,Always,Yes,No,Maybe,6,13,"Health & safety, Fewer complaints"
23,Non-binary,High School,3,"DoorDash, Zomato, Uber Eats",35,1208,1,"Unsafe conditions, Low pay",Sometimes,4,Fitness and health,Audio,Mornings,Skill-building,2,Always,Yes,Yes,Yes,6,9,Health & safety
23,Male,No schooling,4,"Talabat, Uber Eats, DoorDash",58,1674,1,"Low pay, Navigation issues, Fatigue",Sometimes,5,Customer service,Reading materials,Flexible,"Career growth, Skill-building",5,Often,Yes,No,Yes,8,0,Fewer complaints
29,Female,High School,2,"Talabat, Uber Eats",52,2315,1,Customer complaints,Sometimes,1,"Customer service, Communication skills",Videos,Evenings,"Career growth, Certification",3,Often,No,Yes,Maybe,6,20,"Social recognition, Faster delivery"
33,Female,College,3,"Zomato, Deliveroo, Other",39,2198,1,"Customer complaints, Navigation issues, Unsafe conditions",Sometimes,3,"Communication skills, Route optimization, Safety practices",Videos,Mornings,Career growth,1,Often,No,Yes,Yes,8,13,"Fewer complaints, Better income"
32,Male,High School,3,"Uber Eats, Zomato, Deliveroo",55,1808,1,"Fatigue, Customer complaints, Low pay",Sometimes,4,"Route optimization, Safety practices, Customer service, Communication skills",In-person,Weekends,Better income,4,Often,Yes,Yes,No,10,3,Health & safety
37,Female,Graduate Degree,2,"Talabat, Zomato, Other",40,1313,3,Unsafe conditions,Rarely,5,"Customer service, Route optimization, Fitness and health",Reading materials,Mornings,"Career growth, Better income, Skill-building",2,Often,No,Yes,No,9,0,"Social recognition, Health & safety"
30,Female,Graduate Degree,3,"Zomato, Deliveroo, DoorDash",37,2123,2,Low pay,Never,5,"Safety practices, Communication skills, Fitness and health",Reading materials,Evenings,"Career growth, Certification, Skill-building",3,Sometimes,Yes,Yes,Yes,7,9,Health & safety
42,Male,College,0,Talabat,37,1810,1,"Fatigue, Low pay",Sometimes,1,"Fitness and health, Safety practices, Communication skills, Route optimization",Audio,Flexible,Certification,1,Often,Yes,Yes,No,5,15,Fewer complaints
28,Male,College,2,"Talabat, DoorDash, Zomato",27,640,1,Customer complaints,Sometimes,2,"Fitness and health, Customer service, Communication skills",Audio,Mornings,"Better income, Peer competition",4,Often,No,Yes,No,6,14,"Fewer complaints, Social recognition"
52,Female,College,2,"Deliveroo, Uber Eats",50,2191,3,"Navigation issues, Customer complaints, Fatigue",Often,2,"Customer service, Route optimization, Safety practices, Communication skills",Reading materials,Flexible,"Peer competition, Better income, Career growth",5,Often,Yes,Yes,Yes,7,26,"Fewer complaints, Faster delivery"
35,Female,High School,2,"Zomato, DoorDash",27,1788,1,"Customer complaints, Low pay, Navigation issues",Sometimes,5,"Safety practices, Fitness and health, Route optimization, Communication skills",In-person,Mornings,"Career growth, Better income, Certification",4,Always,No,Yes,Yes,4,18,Fewer complaints
23,Female,College,3,"Deliveroo, Other",33,2401,1,"Unsafe conditions, Fatigue, Customer complaints",Sometimes,4,"Communication skills, Route optimization, Safety practices, Fitness and health",Reading materials,Evenings,"Career growth, Better income",2,Always,Yes,Yes,Maybe,9,12,Better income
21,Female,High School,3,"Zomato, Talabat, Deliveroo",24,1252,2,Navigation issues,Sometimes,5,"Safety practices, Fitness and health, Route optimization",Audio,Mornings,Better income,4,Often,Yes,Yes,Yes,8,7,Social recognition
34,Male,College,4,"Other, DoorDash",44,600,2,Unsafe conditions,Never,1,"Route optimization, Customer service, Communication skills, Fitness and health",Reading materials,Flexible,Peer competition,4,Sometimes,Yes,Yes,No,5,0,"Social recognition, Fewer complaints"
